[ 2025-06-17 16:40:18,267 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-06-17 16:40:45,167 ] 56 root - INFO - Input features for training: ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report']
[ 2025-06-17 16:40:45,167 ] 57 root - INFO - Target feature for training: Result
[ 2025-06-17 16:40:45,168 ] 63 root - INFO - Input features for testing: ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report']
[ 2025-06-17 16:40:45,168 ] 64 root - INFO - Target feature for testing: Result
[ 2025-06-17 16:40:45,168 ] 36 root - INFO - Creating data transformation pipeline with KNNImputer
[ 2025-06-17 16:40:45,168 ] 38 root - INFO - initialise KNNImputer with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-06-17 16:40:45,175 ] 68 root - INFO - Fitting the preprocessor on training data
[ 2025-06-17 16:40:45,197 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-17 16:40:45,203 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-17 16:40:45,204 ] 34 root - INFO - data transformation completed
[ 2025-06-17 16:40:45,205 ] 36 root - INFO - model training started
[ 2025-06-17 16:45:28,323 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-17 16:45:28,325 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-17 16:45:28,325 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-17 16:45:28,364 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-17 16:45:28,365 ] 125 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_17_2025_16_40_18\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909543652810245, precision_score=0.9886432772257149, recall_score=0.9932762836185819), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9737678855325914, precision_score=0.9668508287292817, recall_score=0.9807846277021617))
[ 2025-06-17 16:45:28,372 ] 40 root - INFO - Model Training Completed
